role,seniority,seniority_level,workplace,loc_factor,required_exp,candidate_exp,exp_gap,n_required,n_matched,n_missing,match_ratio,n_extra_skills,avg_skill_demand,salary_expected,salary_gap_ratio,workplace_match,job_salary,fit
Backend Node.js,Junior,1,ONSITE,1.1,0,0,0,5,1,4,0.2,4,0.99,7500.0,-0.1758,1,9100.0,0
Fullstack,Pleno,2,HYBRID,1.05,4,5,1,5,0,5,0.0,0,0.99,19500.0,0.1538,1,16900.0,0
Data / Python,Senior,3,HYBRID,1.05,9,6,-3,5,1,4,0.2,2,1.0,24600.0,-0.0081,1,24800.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,10,10,0,5,2,3,0.4,0,1.12,23600.0,-0.1061,1,26400.0,0
Frontend React,Pleno,2,ONSITE,1.1,3,5,2,5,4,1,0.8,4,0.97,15000.0,0.0345,1,14500.0,1
Backend Node.js,Pleno,2,REMOTE,1.0,5,2,-3,5,4,1,0.8,1,0.99,9800.0,-0.2519,1,13100.0,0
Data / Python,Junior,1,REMOTE,1.0,2,0,-2,5,5,0,1.0,1,1.0,9900.0,-0.0198,0,10100.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,2,5,3,5,1,4,0.2,1,1.12,13300.0,-0.0362,1,13800.0,0
Fullstack,Senior,3,HYBRID,1.05,9,6,-3,5,1,4,0.2,3,0.99,24500.0,0.3032,1,18800.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,1,0,-1,5,3,2,0.6,0,1.12,11600.0,-0.0569,1,12300.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,3,6,3,5,0,5,0.0,3,1.12,11400.0,-0.3559,1,17700.0,0
Fullstack,Senior,3,HYBRID,1.05,6,4,-2,5,4,1,0.8,2,0.99,20100.0,-0.1106,1,22600.0,1
Data / Python,Pleno,2,HYBRID,1.05,4,4,0,5,2,3,0.4,0,1.0,11100.0,-0.3471,1,17000.0,0
Frontend React,Senior,3,ONSITE,1.1,8,11,3,5,3,2,0.6,4,0.97,22900.0,0.1337,1,20200.0,1
Fullstack,Pleno,2,ONSITE,1.1,4,6,2,5,3,2,0.6,1,0.99,14100.0,-0.135,1,16300.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,10,10,0,5,5,0,1.0,1,1.2,27600.0,-0.0036,1,27700.0,1
Data / Python,Pleno,2,REMOTE,1.0,3,3,0,5,4,1,0.8,0,1.0,15400.0,-0.1149,1,17400.0,1
Data / Python,Pleno,2,HYBRID,1.05,5,2,-3,5,4,1,0.8,4,1.0,9600.0,-0.3725,1,15300.0,1
Fullstack,Junior,1,REMOTE,1.0,1,0,-1,5,4,1,0.8,4,0.99,10300.0,-0.0283,1,10600.0,1
Backend Node.js,Senior,3,HYBRID,1.05,12,12,0,5,4,1,0.8,3,0.99,25100.0,0.1952,1,21000.0,1
Fullstack,Senior,3,REMOTE,1.0,12,15,3,5,3,2,0.6,4,0.99,20100.0,-0.0337,1,20800.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,2,0,-2,5,1,4,0.2,3,1.2,12400.0,-0.0312,0,12800.0,0
Data / Python,Junior,1,HYBRID,1.05,1,0,-1,5,4,1,0.8,4,1.0,10700.0,-0.1008,1,11900.0,1
Backend Node.js,Pleno,2,REMOTE,1.0,4,4,0,5,4,1,0.8,4,0.99,14300.0,-0.0338,0,14800.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,1,1,0,5,0,5,0.0,2,1.2,15200.0,0.1783,0,12900.0,0
Frontend React,Junior,1,HYBRID,1.05,1,1,0,5,4,1,0.8,4,0.97,12100.0,0.21,1,10000.0,1
Data / Python,Senior,3,REMOTE,1.0,11,10,-1,5,5,0,1.0,4,1.0,16600.0,-0.2455,1,22000.0,1
Fullstack,Pleno,2,REMOTE,1.0,3,2,-1,5,4,1,0.8,4,0.99,18100.0,0.2067,1,15000.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,9,12,3,5,5,0,1.0,0,1.12,19500.0,-0.2642,0,26500.0,1
Fullstack,Junior,1,HYBRID,1.05,2,0,-2,5,5,0,1.0,2,0.99,9100.0,-0.1875,1,11200.0,1
Frontend React,Junior,1,REMOTE,1.0,1,4,3,5,3,2,0.6,1,0.97,8000.0,-0.0909,1,8800.0,1
Machine Learning Eng.,Senior,3,HYBRID,1.05,9,12,3,5,2,3,0.4,3,1.2,22800.0,-0.1648,1,27300.0,1
DevOps / SRE,Pleno,2,HYBRID,1.05,4,6,2,5,1,4,0.2,3,1.12,13400.0,-0.1572,0,15900.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,5,7,2,5,2,3,0.4,2,1.12,14300.0,-0.1637,1,17100.0,1
Fullstack,Senior,3,REMOTE,1.0,10,13,3,5,0,5,0.0,0,0.99,22900.0,0.0853,1,21100.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,0,0,0,5,2,3,0.4,0,1.12,11900.0,-0.0246,1,12200.0,0
Data / Python,Junior,1,HYBRID,1.05,0,2,2,5,0,5,0.0,4,1.0,10100.0,-0.1217,1,11500.0,0
Fullstack,Senior,3,ONSITE,1.1,7,9,2,5,5,0,1.0,2,0.99,17100.0,-0.2332,1,22300.0,1
Fullstack,Junior,1,HYBRID,1.05,0,0,0,5,2,3,0.4,0,0.99,8500.0,-0.0659,0,9100.0,0
Frontend React,Junior,1,HYBRID,1.05,1,4,3,5,5,0,1.0,3,0.97,7200.0,-0.0526,0,7600.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,5,7,2,5,3,2,0.6,0,0.99,15200.0,0.1176,1,13600.0,1
Fullstack,Junior,1,HYBRID,1.05,1,0,-1,5,4,1,0.8,0,0.99,7800.0,-0.1136,0,8800.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,6,3,5,3,2,0.6,0,1.2,15500.0,-0.2584,1,20900.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,6,-3,5,2,3,0.4,4,1.2,18000.0,-0.2653,1,24500.0,0
Backend Node.js,Senior,3,ONSITE,1.1,9,11,2,5,4,1,0.8,1,0.99,16400.0,-0.2545,1,22000.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,0,0,0,5,0,5,0.0,4,1.12,9000.0,-0.1509,1,10600.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,2,4,2,5,5,0,1.0,1,1.2,9900.0,-0.2326,1,12900.0,1
Data / Python,Junior,1,HYBRID,1.05,2,2,0,5,0,5,0.0,1,1.0,8300.0,-0.2095,1,10500.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,11,9,-2,5,3,2,0.6,1,1.2,22900.0,-0.126,0,26200.0,0
Machine Learning Eng.,Junior,1,REMOTE,1.0,1,0,-1,5,2,3,0.4,4,1.2,9500.0,-0.252,1,12700.0,1
Machine Learning Eng.,Pleno,2,HYBRID,1.05,3,2,-1,5,3,2,0.6,0,1.2,14900.0,-0.2199,1,19100.0,0
Backend Node.js,Senior,3,ONSITE,1.1,10,9,-1,5,2,3,0.4,1,0.99,13300.0,-0.3667,1,21000.0,0
Data / Python,Senior,3,HYBRID,1.05,9,8,-1,5,1,4,0.2,0,1.0,25500.0,0.0625,1,24000.0,0
Fullstack,Pleno,2,HYBRID,1.05,3,6,3,5,3,2,0.6,0,0.99,15000.0,-0.0683,1,16100.0,1
Machine Learning Eng.,Junior,1,ONSITE,1.1,2,2,0,5,5,0,1.0,3,1.2,15800.0,0.0822,1,14600.0,1
Data / Python,Senior,3,ONSITE,1.1,10,8,-2,5,3,2,0.6,4,1.0,20100.0,-0.2269,1,26000.0,0
Fullstack,Senior,3,HYBRID,1.05,11,9,-2,5,4,1,0.8,1,0.99,22400.0,0.037,1,21600.0,1
Frontend React,Pleno,2,HYBRID,1.05,5,3,-2,5,1,4,0.2,3,0.97,14300.0,0.0214,1,14000.0,0
Data / Python,Senior,3,ONSITE,1.1,11,9,-2,5,3,2,0.6,1,1.0,28500.0,0.1538,0,24700.0,0
Fullstack,Senior,3,ONSITE,1.1,8,11,3,5,4,1,0.8,0,0.99,23100.0,-0.0494,1,24300.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,11,2,5,3,2,0.6,2,1.2,27300.0,-0.093,1,30100.0,1
Data / Python,Junior,1,ONSITE,1.1,2,0,-2,5,4,1,0.8,3,1.0,12600.0,0.0957,0,11500.0,1
Frontend React,Junior,1,REMOTE,1.0,0,3,3,5,4,1,0.8,4,0.97,6200.0,-0.3187,0,9100.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,3,1,-2,5,2,3,0.4,0,0.99,8300.0,-0.3897,1,13600.0,0
Machine Learning Eng.,Senior,3,REMOTE,1.0,6,7,1,5,4,1,0.8,3,1.2,27600.0,-0.058,1,29300.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,9,6,-3,5,5,0,1.0,3,1.12,30600.0,0.0099,1,30300.0,1
Frontend React,Junior,1,REMOTE,1.0,0,0,0,5,2,3,0.4,0,0.97,8200.0,-0.0465,1,8600.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,2,0,-2,5,3,2,0.6,3,1.12,12600.0,0.0588,0,11900.0,0
Fullstack,Junior,1,HYBRID,1.05,0,3,3,5,3,2,0.6,2,0.99,10900.0,0.0686,1,10200.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,6,6,0,5,3,2,0.6,3,1.12,24700.0,-0.0919,1,27200.0,1
Frontend React,Senior,3,HYBRID,1.05,9,12,3,5,3,2,0.6,2,0.97,13300.0,-0.1988,1,16600.0,1
Fullstack,Junior,1,HYBRID,1.05,1,3,2,5,5,0,1.0,4,0.99,8200.0,-0.219,0,10500.0,1
Data / Python,Senior,3,ONSITE,1.1,10,7,-3,5,2,3,0.4,2,1.0,17200.0,-0.341,1,26100.0,0
Data / Python,Senior,3,HYBRID,1.05,9,8,-1,5,2,3,0.4,0,1.0,16400.0,-0.3387,1,24800.0,0
Backend Node.js,Senior,3,REMOTE,1.0,6,7,1,5,1,4,0.2,4,0.99,16400.0,-0.1135,1,18500.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,10,11,1,5,5,0,1.0,4,1.12,25300.0,0.008,0,25100.0,1
Fullstack,Junior,1,ONSITE,1.1,0,3,3,5,0,5,0.0,3,0.99,9300.0,-0.0882,0,10200.0,0
Fullstack,Junior,1,REMOTE,1.0,1,0,-1,5,4,1,0.8,3,0.99,7900.0,-0.1939,1,9800.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,2,3,1,5,2,3,0.4,2,1.12,13500.0,0.0075,1,13400.0,0
Backend Node.js,Senior,3,HYBRID,1.05,6,6,0,5,3,2,0.6,2,0.99,18100.0,-0.0321,1,18700.0,1
DevOps / SRE,Junior,1,REMOTE,1.0,2,3,1,5,2,3,0.4,2,1.12,13200.0,0.1092,1,11900.0,1
Data / Python,Junior,1,REMOTE,1.0,0,0,0,5,3,2,0.6,0,1.0,9800.0,0.0,1,9800.0,0
Frontend React,Junior,1,REMOTE,1.0,0,3,3,5,0,5,0.0,2,0.97,7600.0,0.027,1,7400.0,0
Data / Python,Pleno,2,REMOTE,1.0,4,3,-1,5,3,2,0.6,1,1.0,13300.0,-0.1133,1,15000.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,8,7,-1,5,0,5,0.0,1,1.2,23200.0,-0.1685,1,27900.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,5,8,3,5,0,5,0.0,2,1.12,14700.0,-0.1037,1,16400.0,0
Data / Python,Senior,3,REMOTE,1.0,6,3,-3,5,5,0,1.0,2,1.0,19200.0,-0.1616,1,22900.0,1
Data / Python,Senior,3,ONSITE,1.1,7,4,-3,5,3,2,0.6,1,1.0,15100.0,-0.4302,1,26500.0,0
Frontend React,Junior,1,ONSITE,1.1,2,0,-2,5,4,1,0.8,4,0.97,6300.0,-0.3636,1,9900.0,1
Frontend React,Senior,3,REMOTE,1.0,11,9,-2,5,4,1,0.8,4,0.97,11800.0,-0.3757,0,18900.0,0
Data / Python,Junior,1,HYBRID,1.05,0,0,0,5,3,2,0.6,2,1.0,12400.0,0.0783,1,11500.0,0
DevOps / SRE,Senior,3,REMOTE,1.0,11,14,3,5,1,4,0.2,3,1.12,26600.0,0.1083,1,24000.0,0
Fullstack,Pleno,2,ONSITE,1.1,4,4,0,5,1,4,0.2,2,0.99,15200.0,-0.1111,1,17100.0,0
DevOps / SRE,Pleno,2,HYBRID,1.05,5,3,-2,5,1,4,0.2,4,1.12,20100.0,0.0806,1,18600.0,0
Data / Python,Junior,1,ONSITE,1.1,2,0,-2,5,5,0,1.0,3,1.0,10900.0,-0.1349,1,12600.0,1
Data / Python,Junior,1,ONSITE,1.1,1,1,0,5,0,5,0.0,4,1.0,11000.0,0.068,1,10300.0,0
DevOps / SRE,Senior,3,ONSITE,1.1,12,14,2,5,2,3,0.4,3,1.12,24700.0,-0.0919,1,27200.0,1
Data / Python,Senior,3,REMOTE,1.0,11,11,0,5,2,3,0.4,0,1.0,21600.0,0.0189,1,21200.0,0
Fullstack,Pleno,2,ONSITE,1.1,5,2,-3,5,3,2,0.6,1,0.99,18400.0,0.2185,1,15100.0,0
Frontend React,Junior,1,REMOTE,1.0,2,4,2,5,2,3,0.4,2,0.97,8900.0,0.0595,0,8400.0,0
Fullstack,Pleno,2,ONSITE,1.1,4,2,-2,5,4,1,0.8,4,0.99,18600.0,0.0941,0,17000.0,1
Frontend React,Junior,1,HYBRID,1.05,0,0,0,5,1,4,0.2,3,0.97,7500.0,-0.1935,1,9300.0,0
Fullstack,Senior,3,HYBRID,1.05,6,8,2,5,2,3,0.4,3,0.99,22400.0,0.037,1,21600.0,1
Backend Node.js,Pleno,2,REMOTE,1.0,5,2,-3,5,1,4,0.2,0,0.99,12000.0,-0.1111,1,13500.0,0
Data / Python,Junior,1,ONSITE,1.1,1,0,-1,5,0,5,0.0,3,1.0,11200.0,-0.0744,0,12100.0,0
Machine Learning Eng.,Junior,1,ONSITE,1.1,0,0,0,5,1,4,0.2,3,1.2,16200.0,0.1096,1,14600.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,5,2,-3,5,0,5,0.0,4,1.2,22000.0,-0.0871,0,24100.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,6,4,-2,5,0,5,0.0,1,1.12,24100.0,0.0664,0,22600.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,3,1,-2,5,1,4,0.2,3,1.12,19900.0,-0.01,0,20100.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,10,12,2,5,3,2,0.6,2,1.2,24100.0,-0.1775,1,29300.0,1
Backend Node.js,Senior,3,HYBRID,1.05,11,12,1,5,2,3,0.4,3,0.99,18900.0,-0.1127,0,21300.0,1
Frontend React,Senior,3,HYBRID,1.05,12,12,0,5,5,0,1.0,3,0.97,20200.0,-0.0605,1,21500.0,1
Frontend React,Junior,1,HYBRID,1.05,1,3,2,5,0,5,0.0,1,0.97,10100.0,0.2469,0,8100.0,0
Data / Python,Senior,3,REMOTE,1.0,8,8,0,5,3,2,0.6,1,1.0,18000.0,-0.122,1,20500.0,0
Data / Python,Junior,1,HYBRID,1.05,0,0,0,5,2,3,0.4,0,1.0,8700.0,-0.1944,1,10800.0,0
Backend Node.js,Junior,1,ONSITE,1.1,0,3,3,5,0,5,0.0,1,0.99,8000.0,-0.1919,1,9900.0,0
Fullstack,Pleno,2,REMOTE,1.0,4,5,1,5,1,4,0.2,3,0.99,13500.0,-0.094,0,14900.0,1
Frontend React,Junior,1,REMOTE,1.0,0,0,0,5,4,1,0.8,3,0.97,8800.0,0.0115,1,8700.0,1
DevOps / SRE,Senior,3,ONSITE,1.1,11,14,3,5,5,0,1.0,3,1.12,20400.0,-0.2154,1,26000.0,1
Backend Node.js,Pleno,2,HYBRID,1.05,4,7,3,5,2,3,0.4,2,0.99,22400.0,0.4933,1,15000.0,0
Backend Node.js,Junior,1,HYBRID,1.05,2,2,0,5,0,5,0.0,2,0.99,9300.0,0.022,1,9100.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,1,-2,5,4,1,0.8,1,1.2,20500.0,0.025,0,20000.0,0
Frontend React,Pleno,2,REMOTE,1.0,3,0,-3,5,0,5,0.0,4,0.97,11500.0,-0.0873,1,12600.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,0,0,0,5,4,1,0.8,3,1.12,10900.0,-0.155,1,12900.0,1
Backend Node.js,Junior,1,REMOTE,1.0,1,1,0,5,5,0,1.0,4,0.99,7300.0,-0.2396,1,9600.0,1
Frontend React,Senior,3,HYBRID,1.05,7,10,3,5,3,2,0.6,2,0.97,24100.0,0.1476,0,21000.0,1
Backend Node.js,Senior,3,ONSITE,1.1,10,8,-2,5,1,4,0.2,1,0.99,20300.0,-0.188,0,25000.0,0
Fullstack,Junior,1,REMOTE,1.0,2,0,-2,5,2,3,0.4,2,0.99,10100.0,0.0521,0,9600.0,0
Data / Python,Junior,1,REMOTE,1.0,0,0,0,5,1,4,0.2,4,1.0,11700.0,0.1359,1,10300.0,0
Backend Node.js,Junior,1,REMOTE,1.0,2,0,-2,5,4,1,0.8,0,0.99,7000.0,-0.1954,0,8700.0,1
Data / Python,Pleno,2,HYBRID,1.05,4,7,3,5,1,4,0.2,0,1.0,11100.0,-0.3509,0,17100.0,0
Fullstack,Pleno,2,ONSITE,1.1,3,5,2,5,1,4,0.2,0,0.99,20200.0,0.1953,0,16900.0,0
Fullstack,Pleno,2,HYBRID,1.05,5,3,-2,5,3,2,0.6,0,0.99,13500.0,-0.0816,1,14700.0,0
Fullstack,Senior,3,REMOTE,1.0,8,10,2,5,0,5,0.0,1,0.99,19300.0,-0.0103,0,19500.0,0
DevOps / SRE,Pleno,2,ONSITE,1.1,5,2,-3,5,3,2,0.6,3,1.12,22800.0,0.0806,1,21100.0,0
Backend Node.js,Pleno,2,REMOTE,1.0,5,4,-1,5,5,0,1.0,2,0.99,12900.0,-0.14,1,15000.0,1
Fullstack,Pleno,2,HYBRID,1.05,3,0,-3,5,2,3,0.4,2,0.99,16100.0,-0.0183,0,16400.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,9,9,0,5,1,4,0.2,1,1.12,29100.0,0.0393,0,28000.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,1,0,-1,5,0,5,0.0,2,1.12,8600.0,-0.3228,1,12700.0,0
Backend Node.js,Junior,1,HYBRID,1.05,2,0,-2,5,3,2,0.6,3,0.99,8500.0,-0.1905,1,10500.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,11,10,-1,5,2,3,0.4,3,1.2,38100.0,0.2212,1,31200.0,0
Fullstack,Junior,1,ONSITE,1.1,0,0,0,5,1,4,0.2,0,0.99,11600.0,0.0741,1,10800.0,0
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,0,-3,5,4,1,0.8,2,1.2,21000.0,-0.125,1,24000.0,0
Backend Node.js,Junior,1,REMOTE,1.0,2,2,0,5,1,4,0.2,0,0.99,7100.0,-0.3302,1,10600.0,0
Machine Learning Eng.,Junior,1,REMOTE,1.0,1,2,1,5,5,0,1.0,0,1.2,10400.0,-0.0459,0,10900.0,1
Backend Node.js,Junior,1,REMOTE,1.0,0,2,2,5,0,5,0.0,3,0.99,10900.0,0.09,1,10000.0,0
Fullstack,Junior,1,ONSITE,1.1,0,0,0,5,1,4,0.2,4,0.99,11500.0,0.0177,1,11300.0,0
Backend Node.js,Junior,1,ONSITE,1.1,0,2,2,5,1,4,0.2,4,0.99,9100.0,-0.0808,1,9900.0,0
DevOps / SRE,Junior,1,HYBRID,1.05,1,0,-1,5,2,3,0.4,1,1.12,12700.0,0.0855,0,11700.0,0
Frontend React,Senior,3,ONSITE,1.1,11,8,-3,5,0,5,0.0,4,0.97,15800.0,-0.2139,1,20100.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,3,4,1,5,3,2,0.6,0,1.12,14100.0,-0.1754,1,17100.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,8,9,1,5,5,0,1.0,3,1.2,21700.0,-0.3197,1,31900.0,1
Fullstack,Junior,1,REMOTE,1.0,0,3,3,5,5,0,1.0,4,0.99,9400.0,-0.0309,1,9700.0,1
Fullstack,Senior,3,HYBRID,1.05,7,10,3,5,1,4,0.2,0,0.99,20100.0,-0.1027,1,22400.0,0
Machine Learning Eng.,Junior,1,REMOTE,1.0,0,0,0,5,5,0,1.0,4,1.2,11800.0,-0.0484,1,12400.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,8,8,0,5,3,2,0.6,0,1.12,32800.0,0.2471,0,26300.0,0
Frontend React,Pleno,2,ONSITE,1.1,5,4,-1,5,3,2,0.6,4,0.97,14800.0,0.1045,0,13400.0,1
Machine Learning Eng.,Pleno,2,ONSITE,1.1,3,3,0,5,2,3,0.4,0,1.2,25000.0,0.1161,0,22400.0,0
Data / Python,Junior,1,HYBRID,1.05,1,4,3,5,4,1,0.8,0,1.0,5000.0,-0.5,0,10000.0,1
Frontend React,Pleno,2,ONSITE,1.1,3,3,0,5,2,3,0.4,0,0.97,11600.0,-0.1212,1,13200.0,0
Fullstack,Junior,1,HYBRID,1.05,2,0,-2,5,1,4,0.2,4,0.99,6300.0,-0.3,1,9000.0,0
Data / Python,Senior,3,ONSITE,1.1,7,7,0,5,2,3,0.4,2,1.0,22600.0,-0.1341,0,26100.0,0
Fullstack,Junior,1,ONSITE,1.1,2,3,1,5,0,5,0.0,3,0.99,11400.0,-0.0339,0,11800.0,0
DevOps / SRE,Senior,3,HYBRID,1.05,11,10,-1,5,4,1,0.8,4,1.12,25500.0,-0.059,1,27100.0,1
Backend Node.js,Senior,3,ONSITE,1.1,7,8,1,5,3,2,0.6,3,0.99,21000.0,-0.0667,1,22500.0,1
Frontend React,Pleno,2,REMOTE,1.0,5,6,1,5,0,5,0.0,4,0.97,10500.0,-0.1667,0,12600.0,0
Fullstack,Senior,3,HYBRID,1.05,7,9,2,5,0,5,0.0,3,0.99,17200.0,-0.2287,0,22300.0,0
Backend Node.js,Senior,3,REMOTE,1.0,7,4,-3,5,2,3,0.4,3,0.99,19000.0,-0.0404,0,19800.0,0
Frontend React,Junior,1,REMOTE,1.0,0,0,0,5,2,3,0.4,4,0.97,10900.0,0.2529,0,8700.0,0
Data / Python,Senior,3,REMOTE,1.0,7,8,1,5,0,5,0.0,3,1.0,17700.0,-0.1918,1,21900.0,0
Backend Node.js,Senior,3,ONSITE,1.1,12,11,-1,5,5,0,1.0,4,0.99,22400.0,0.0467,1,21400.0,1
Data / Python,Pleno,2,ONSITE,1.1,3,2,-1,5,0,5,0.0,4,1.0,14000.0,-0.1515,0,16500.0,0
Machine Learning Eng.,Senior,3,HYBRID,1.05,11,9,-2,5,5,0,1.0,1,1.2,27800.0,-0.0544,1,29400.0,1
Frontend React,Junior,1,REMOTE,1.0,2,0,-2,5,0,5,0.0,1,0.97,4700.0,-0.4337,1,8300.0,0
Fullstack,Pleno,2,ONSITE,1.1,3,0,-3,5,0,5,0.0,3,0.99,17700.0,0.0473,1,16900.0,0
Fullstack,Junior,1,ONSITE,1.1,0,2,2,5,2,3,0.4,2,0.99,13000.0,0.2264,1,10600.0,1
DevOps / SRE,Senior,3,HYBRID,1.05,12,14,2,5,2,3,0.4,3,1.12,35400.0,0.346,1,26300.0,1
Machine Learning Eng.,Junior,1,REMOTE,1.0,2,0,-2,5,4,1,0.8,3,1.2,14100.0,0.119,1,12600.0,0
Frontend React,Senior,3,ONSITE,1.1,9,7,-2,5,1,4,0.2,3,0.97,19800.0,-0.0571,1,21000.0,0
Frontend React,Senior,3,ONSITE,1.1,11,14,3,5,4,1,0.8,2,0.97,19300.0,-0.0585,1,20500.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,8,9,1,5,0,5,0.0,0,1.2,29400.0,0.1053,0,26600.0,0
Fullstack,Senior,3,HYBRID,1.05,11,13,2,5,3,2,0.6,1,0.99,23400.0,-0.0168,0,23800.0,1
Backend Node.js,Senior,3,REMOTE,1.0,6,8,2,5,2,3,0.4,0,0.99,11700.0,-0.3874,1,19100.0,0
Data / Python,Senior,3,REMOTE,1.0,11,12,1,5,5,0,1.0,2,1.0,20500.0,-0.1239,1,23400.0,1
Fullstack,Pleno,2,ONSITE,1.1,5,3,-2,5,2,3,0.4,2,0.99,14600.0,-0.0395,1,15200.0,0
Frontend React,Junior,1,ONSITE,1.1,1,0,-1,5,1,4,0.2,1,0.97,8200.0,-0.0465,1,8600.0,0
Frontend React,Senior,3,REMOTE,1.0,11,10,-1,5,3,2,0.6,4,0.97,13700.0,-0.2514,0,18300.0,1
Backend Node.js,Senior,3,HYBRID,1.05,6,4,-2,5,3,2,0.6,2,0.99,17400.0,-0.0984,1,19300.0,0
Backend Node.js,Pleno,2,ONSITE,1.1,3,3,0,5,0,5,0.0,2,0.99,13400.0,-0.0884,0,14700.0,0
Fullstack,Pleno,2,HYBRID,1.05,4,1,-3,5,5,0,1.0,1,0.99,11900.0,-0.2468,1,15800.0,1
DevOps / SRE,Junior,1,HYBRID,1.05,2,1,-1,5,4,1,0.8,2,1.12,12900.0,0.0,1,12900.0,1
Backend Node.js,Senior,3,HYBRID,1.05,6,8,2,5,2,3,0.4,0,0.99,27100.0,0.1783,1,23000.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,1,0,-1,5,1,4,0.2,2,1.12,10900.0,-0.2378,0,14300.0,0
Frontend React,Junior,1,ONSITE,1.1,1,0,-1,5,5,0,1.0,4,0.97,9500.0,0.0326,1,9200.0,1
Fullstack,Pleno,2,ONSITE,1.1,4,3,-1,5,1,4,0.2,2,0.99,15100.0,-0.0848,0,16500.0,0
Frontend React,Pleno,2,ONSITE,1.1,4,3,-1,5,4,1,0.8,4,0.97,12100.0,-0.1418,1,14100.0,1
DevOps / SRE,Junior,1,ONSITE,1.1,1,2,1,5,3,2,0.6,1,1.12,15600.0,0.1908,1,13100.0,0
DevOps / SRE,Pleno,2,REMOTE,1.0,4,2,-2,5,3,2,0.6,1,1.12,20300.0,0.1154,0,18200.0,0
Machine Learning Eng.,Pleno,2,REMOTE,1.0,4,2,-2,5,3,2,0.6,1,1.2,14400.0,-0.0943,1,15900.0,0
Machine Learning Eng.,Junior,1,HYBRID,1.05,0,0,0,5,0,5,0.0,4,1.2,13100.0,-0.1267,1,15000.0,0
DevOps / SRE,Junior,1,REMOTE,1.0,1,1,0,5,5,0,1.0,0,1.12,12800.0,0.0,1,12800.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,7,4,-3,5,5,0,1.0,1,1.12,13600.0,-0.4009,0,22700.0,1
Fullstack,Pleno,2,HYBRID,1.05,4,4,0,5,5,0,1.0,3,0.99,14200.0,-0.0207,0,14500.0,1
Frontend React,Pleno,2,HYBRID,1.05,5,4,-1,5,5,0,1.0,2,0.97,10100.0,-0.1513,1,11900.0,1
Machine Learning Eng.,Senior,3,ONSITE,1.1,9,9,0,5,2,3,0.4,1,1.2,34500.0,0.0883,0,31700.0,0
DevOps / SRE,Junior,1,ONSITE,1.1,2,2,0,5,1,4,0.2,1,1.12,13300.0,-0.0699,1,14300.0,0
Backend Node.js,Junior,1,REMOTE,1.0,1,4,3,5,1,4,0.2,0,0.99,5100.0,-0.4138,1,8700.0,0
Backend Node.js,Senior,3,HYBRID,1.05,10,12,2,5,2,3,0.4,3,0.99,19800.0,-0.0341,1,20500.0,1
DevOps / SRE,Senior,3,REMOTE,1.0,7,9,2,5,0,5,0.0,2,1.12,30100.0,0.1231,1,26800.0,0
Fullstack,Senior,3,HYBRID,1.05,11,14,3,5,2,3,0.4,2,0.99,19700.0,-0.0751,1,21300.0,0
Machine Learning Eng.,Senior,3,ONSITE,1.1,10,8,-2,5,3,2,0.6,0,1.2,21300.0,-0.268,0,29100.0,0
